first_name,middle_name,last_name,other_authors,title,series,series_num,description,copies,publisher,publish_date,pages,isbn10,isbn13,tags
Margaret,,Leroy,,"English Girl, The",,,"When seventeen-year-old Stella Whittaker is offered the chance to study at the Academy of Music in Vienna it's a dream-come-true, made possible by old family friends, Rainer and Marthe Kraus, who offer her a place to live.

Seduced by the elegant beauty of the city, Stella explores the magnificent palaces, gardens and fashionable coffee houses, and after a chance meeting in an art gallery, falls in love with Harri Reznik, a young Jewish doctor.

But as the threat of war casts a dark shadow over Europe, Stella soon discovers that both the household where she lives, and the city she has come to call home, are not as welcoming as they once seemed. And at the dawn of this terrifying new world, no one is safe.",1,Sphere,2014-08-28,432,0751551775,9780751551778,"historical fiction,music and arts,war story"
John,,Lescroart,,"Vig, The",,,"The vig is the interest on a loan and already it's the key to a killing. For Dismas Hardy it could be the key to his own demise if he can't find out why an ex-con, Louis Baker, is on the loose.",1,Headline Publishing Group,1996-12-12,375,074725432X,9780747254324,"legal story,mystery,thriller"
Kathy,,Lette,,Foetal Attraction,,,"Madeline Wolfe is a mischievous, mutinous, high-rise (the shortest she’d ever been was ‘tall for her age’) Aussie redhead, who can open beer bottles with her teeth and is on first name terms with every bartender in Bangkok. She’s a woman in control of her life, and no man is ever going to tell her what to do.

So how come she’s ended up twelve thousand miles from home, in rainy London, with no friends, her visa about to expire, with no place to live – oh, yes, and pregnant?

She fell in love with Alexander Drake, that’s how. But she soon realises that Alex goes through the tunnel of love holding his own hand. He also has more secrets than MI5. Alex may not be the man she thought he was, but can she persuade him to be the man she needs him to be – preferably before the baby arrives?",1,Picador,2003-10-17,280,0330335278,9780330335270,"chick lit,humour"
Gigi,,Levangie,,Maneater,,,"Clarissa is an archetypal LA babe. She is 28 (real age 31), has never done a day's work in her life and is outspoken, hedonistic and exceedingly manipulative. And she wants to keep it that way. Her life is a constant round of lunches with her hilariously bitchy girlfriends (known as the Star Chamber), parties, and yet more parties. The only thing missing from her life is a rich husband to keep her in the manner to which she has become accustomed. So, without further ado, she sets about planning an extravagant wedding (just two hundred of her closest friends) and reserving the finest hotel suites in town for her reception before she's so much as spoken to her intended. But she soon finds out that Aaron, the son of a billionaire, is more than a match for her and that, for the first time in her life, Clarissa has bitten off more than she can chew.",1,Transworld Publishers Limited,2003-07-01,384,0552771643,9780552771641,"chick lit,humour,romance"
Kate,Le,Vann,,Trailers,,,"A debut novel featuring a group of housemates in a student house in Manchester, which tells of their ups and downs as they struggle to get on together, and fall in and out of love with each other. Grace, the protagonist, who suffers from a degenerative disorder which makes walking difficult, observes her friend's strengths and flaws.",1,Penguin Books Ltd,2000-03-30,288,0140276246,9780140276244,"bildungsroman,contemporary"
Kate,Le,Vann,,Bad Timing,,,"Lainey is best friends with Chrissie who is going out with Ivan who is too good to be true and best friends with John who fancies Chrissie but will settle for Lainey...

This acutely observed and beautifully choreographed novel tells the story of the loves, lives and friendships of four twentysomethings.",1,Penguin Books Ltd,2001-12-06,288,014029113X,9780140291131,"chick lit,humour,new adult,relationships"
David,,Levien,,Where The Dead Lay,Frank Behr,2,"THE VICTIM was a fighter, but strength wasn't enough to save him from this gruesome end.THE MISSING are two well-paid private investigators who have disappeared on a confidential job.THE FAMILY is formidable, deadly and crazy, and will stop at nothing to make their mark.THE INVESTIGATOR is Frank Behr, haunted by an unspeakable loss, avenging his friend's death, and close to becoming . . .THE HUNTED . . . can Behr track down the killers before they find him? And will he survive?",1,Corgi,2010-09-16,432,055215623X,9780552156233,"crime,mystery,suspense,thriller"
Hilda,,Lewis,,"I, Jacqueline",,,"A historical fiction that presents the life and loves of Jacqueline of Hainaut, thrice married, thrice imprisoned and ransomed; the extraordinary 15th-century life of a women who endured the power politics of the courts of England, Burgundy, and France.",1,The History Press,2008-02-29,352,0752445642,9780752445649,"biographical fiction,historical fiction"
Kevin,,Lewis,,"Kid: and, The Kid Moves On, The",,,"The Kid Growing up on a poverty-stricken London council estate, beaten and starved by his parents, bullied at school and abandoned by social services, Kevin Lewis' life was never his own. He found himself out on the streets caught up in a criminal underworld that knew him as 'The Kid'. This title, a film tie-in edition is his true story.",1,Penguin,2010-09-02,464,978014104859,9780141048598,"adapted to screen,memoir"
Stacie,,Lewis,,Taking the Plunge,,,"When I chronicled my wedding for the web site weddings.co.uk, I had no idea there were so many women out there experiencing the same thing I was. Like many of them, I thought naively that everyone loves weddings: from the planning stages on, from bridesmaids to mother-of-the-bride. As far as I was concerned, I was the only woman out there who loathed it. The endless shopping trips, obnoxious wedding shop attendants, family feuds, chirpy wedding planners, debates over which shade of blue better matched the bridesmaids' dresses: it all drove me mad. I love my husband, but I hated getting married.Thousands of women must have agreed because they tuned into my story each week. But what kept them coming back?Was it the backstabbing, underhanded, selfish antics that my family stirred up on the road to the big day? Or it could have been my deportation, getting drunk with our rabbi or my mother disowning me? Does it matter? It all made for a good read.I've written a novel based on my experiences, proving the old saying is correct: truth really is stranger than fiction. More importantly I've written a story that has what every bride is looking for -- a happy ending.",1,Snowbooks,2007-04-01,183,1905005458,9781905005451,"chick lit,humour"
Kevin,,Lewis,,Frankie,,,"Homeless, streetwise and running away from a past she would rather forget, Francesca Mills is just another face on the streets of London. When a violent encounter leads to a man's death, however, Francesca Mills is forced to leave the harsh world that has become her home and forge a new life elsewhere.",1,Penguin,2007-03-29,384,0141021314,9780141021317,"crime,mystery,suspense,thriller"
Susan,,Lewis,,Behind Closed Doors,,,"Detective Sergeant Andrea Lawrence is reluctant to take this emotionally charged case, but she can't help herself. In a small British seaside community, a fourteen-year-old girl has vanished. Sophie Monroe hasn't been seen since she fought--loudly, miserably--with her stepmother and father more than a week ago. But her frantic parents seem to be the only people concerned about Sophie's disappearance. Everyone else just assumes that an angry teenager is acting out by hiding for a while.

Did someone help Sophie run away, or abduct her? Either way, Detective Andee is certain something bad has happened. As Andee investigates, two men jump to the top of the list of suspects--but neither of them can be located. And the deeper Andee delves into Sophie's life, the more she struggles to keep her own darkest fears at bay--because Andee knows all too well what happens when young girls are lost and never found.",1,Arrow,2015-02-26,400,0099586452,9780099586456,"family drama,mystery,suspense,thriller"
